n_fila,oficio,identificador,titulo,emisor,receptor,fecha,url_documento,clave_unica
353,0861,2023-99-53-353,Oficio pronunciamiento con observaciones sobre adenda,"DOH, Región Metropolitana de Santiago",5 destinatarios,04/09/2025 11:07:06,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166097917,2023-99-53-353|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166097917
354,382,2023-99-53-354,Oficio no participación en la evaluación,"DOH, Región de Atacama",Servicio de Evaluación Ambiental Dirección Ejecutiva,11/09/2025 16:20:40,https://seia.sea.gob.cl/archivos/2025/09/24/ffe_175761665636896ORD_DOH_N_382_.pdf,2023-99-53-354|https://seia.sea.gob.cl/archivos/2025/09/24/ffe_175761665636896ORD_DOH_N_382_.pdf
355,2025991091094,2023-99-53-355,Informe consolidado de la evaluación de impacto ambiental (ICE),Servicio de Evaluación Ambiental Dirección Ejecutiva,,05/11/2025 17:53:25,https://firma.sea.gob.cl/publicaciones/2025/11/05/1762376094_2160432467,2023-99-53-355|https://firma.sea.gob.cl/publicaciones/2025/11/05/1762376094_2160432467
356,202599102974,2023-99-53-356,Solicitud de visación de ICE,Servicio de Evaluación Ambiental Dirección Ejecutiva,160 destinatarios,05/11/2025 18:44:46,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166804257,2023-99-53-356|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166804257
357,1746,2023-99-53-357,Visación informe consolidado de la evaluación,"SERNAGEOMIN, Zona Central",Servicio de Evaluación Ambiental Dirección Ejecutiva,06/11/2025 10:40:48,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166806336,2023-99-53-357|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166806336
358,142,2023-99-53-358,Visación informe consolidado de la evaluación,"Servicio Nacional Turismo, Región de Atacama",Servicio de Evaluación Ambiental Dirección Ejecutiva,06/11/2025 12:44:53,https://seia.sea.gob.cl/archivos/2025/11/06/636_176244112175891Pronunciamiento_Sernatur_Atacama.pdf,2023-99-53-358|https://seia.sea.gob.cl/archivos/2025/11/06/636_176244112175891Pronunciamiento_Sernatur_Atacama.pdf
359,3841,2023-99-53-359,Visación con observaciones del informe consolidado de la evaluación,"SERNAGEOMIN, Región de Atacama",4 destinatarios,06/11/2025 15:57:02,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166808403,2023-99-53-359|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166808403
360,82/2025,2023-99-53-360,Visación informe consolidado de la evaluación,"SEREMI de Energía, Región de Atacama",Servicio de Evaluación Ambiental Dirección Ejecutiva,06/11/2025 16:55:42,https://seia.sea.gob.cl/archivos/2025/11/07/09d_SEREMI_Energia_OF_ORD_82_VISACION_ICE_KIMAL_LO_AGUIRRE.pdf,2023-99-53-360|https://seia.sea.gob.cl/archivos/2025/11/07/09d_SEREMI_Energia_OF_ORD_82_VISACION_ICE_KIMAL_LO_AGUIRRE.pdf
361,024- 2025 SEIA,2023-99-53-361,Visación informe consolidado de la evaluación,Servicio Nacional Turismo,Servicio de Evaluación Ambiental Dirección Ejecutiva,06/11/2025 17:02:23,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166808356,2023-99-53-361|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166808356
362,386,2023-99-53-362,Visación con observaciones del informe consolidado de la evaluación,"SAG, Región de Antofagasta",2 destinatarios,06/11/2025 17:27:29,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166810068,2023-99-53-362|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166810068
363,2965,2023-99-53-363,Visación con observaciones del informe consolidado de la evaluación,"Servicio Agrícola y Ganadero, Región de Valparaíso",Servicio de Evaluación Ambiental Dirección Ejecutiva,06/11/2025 17:48:51,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166807965,2023-99-53-363|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166807965
364,1304 DBSN del 07.11.2025,2023-99-53-364,Visación con observaciones del informe consolidado de la evaluación,Ministerio de Bienes Nacionales,Servicio de Evaluación Ambiental Dirección Ejecutiva,07/11/2025 11:00:12,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166815130,2023-99-53-364|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166815130
365,532,2023-99-53-365,Visación informe consolidado de la evaluación,Servicio de Evaluación Ambiental Dirección Ejecutiva,Servicio de Evaluación Ambiental Dirección Ejecutiva,07/11/2025 11:33:23,https://seia.sea.gob.cl/archivos/2025/11/07/843_176252298898118ORD_DGA_Coquimbo_532_2025_No_participaci.pdf,2023-99-53-365|https://seia.sea.gob.cl/archivos/2025/11/07/843_176252298898118ORD_DGA_Coquimbo_532_2025_No_participaci.pdf
366,1065,2023-99-53-366,Visación informe consolidado de la evaluación,"SEREMI MOP, Región de Atacama",Servicio de Evaluación Ambiental Dirección Ejecutiva,07/11/2025 11:45:50,https://seia.sea.gob.cl/archivos/2025/11/07/a71_MOP_Coquimbo_1065.pdf,2023-99-53-366|https://seia.sea.gob.cl/archivos/2025/11/07/a71_MOP_Coquimbo_1065.pdf
367,280,2023-99-53-367,Visación con observaciones del informe consolidado de la evaluación,"SEREMI de Agricultura, Región Metropolitana de Santiago",Servicio de Evaluación Ambiental Dirección Ejecutiva,07/11/2025 15:21:38,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166819826,2023-99-53-367|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166819826
368,33080,2023-99-53-368,Visación informe consolidado de la evaluación,"División de Normas, Ministerio de Transporte y Telecomunicaciones",4 destinatarios,07/11/2025 15:40:22,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166820065,2023-99-53-368|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166820065
369,138/2025,2023-99-53-369,Visación informe consolidado de la evaluación,"SEREMI de Energía, Región de Coquimbo",Servicio de Evaluación Ambiental Dirección Ejecutiva,07/11/2025 15:44:20,https://seia.sea.gob.cl/archivos/2025/11/07/c83_SEREMI_Energia_Coquimbon_ICE_LT_Kimal_Lo_Aguirre.pdf,2023-99-53-369|https://seia.sea.gob.cl/archivos/2025/11/07/c83_SEREMI_Energia_Coquimbon_ICE_LT_Kimal_Lo_Aguirre.pdf
370,1038,2023-99-53-370,Visación informe consolidado de la evaluación,"Dirección General de Aguas, Región de Valparaíso",4 destinatarios,07/11/2025 16:35:13,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166811825,2023-99-53-370|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166811825
371,2257/2025,2023-99-53-371,Visación con observaciones del informe consolidado de la evaluación,"SAG, Región Metropolitana de Santiago",Servicio de Evaluación Ambiental Dirección Ejecutiva,07/11/2025 16:49:29,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166805651,2023-99-53-371|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166805651
372,532,2023-99-53-372,Visación con observaciones del informe consolidado de la evaluación,"DGA, Región de Coquimbo",Servicio de Evaluación Ambiental Dirección Ejecutiva,07/11/2025 17:03:12,https://seia.sea.gob.cl/archivos/2025/11/07/613_176252298898118ORD_DGA_Coquimbo_532_2025_No_participaci.pdf,2023-99-53-372|https://seia.sea.gob.cl/archivos/2025/11/07/613_176252298898118ORD_DGA_Coquimbo_532_2025_No_participaci.pdf
373,99/2025,2023-99-53-373,Visación informe consolidado de la evaluación,"SEREMI de Energía, Región Metropolitana de Santiago",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 09:22:15,https://seia.sea.gob.cl/archivos/2025/11/11/88c_SEREMI_Energia_RM_OFI_ORD_99_Kimal_Lo_Aguirre.pdf,2023-99-53-373|https://seia.sea.gob.cl/archivos/2025/11/11/88c_SEREMI_Energia_RM_OFI_ORD_99_Kimal_Lo_Aguirre.pdf
374,2600,2023-99-53-374,Visación informe consolidado de la evaluación,"SERNAGEOMIN, Región de Antofagasta",2 destinatarios,10/11/2025 09:57:41,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166816171,2023-99-53-374|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166816171
375,944,2023-99-53-375,Visación informe consolidado de la evaluación,"Gobierno Regional, Región de Atacama",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 10:23:35,https://seia.sea.gob.cl/archivos/2025/11/11/dc3_GORE_Atacama_944.pdf,2023-99-53-375|https://seia.sea.gob.cl/archivos/2025/11/11/dc3_GORE_Atacama_944.pdf
376,303565,2023-99-53-376,Visación informe consolidado de la evaluación,"SEC, Región de Antofagasta",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 10:24:50,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166815610,2023-99-53-376|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166815610
377,108,2023-99-53-377,Visación informe consolidado de la evaluación,"SEREMI de Energía, Región de Valparaíso",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 10:37:35,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166805762,2023-99-53-377|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166805762
378,99,2023-99-53-378,Visación informe consolidado de la evaluación,"SEREMI de Agricultura, Región de Coquimbo",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 11:49:16,https://seia.sea.gob.cl/archivos/2025/11/11/SEREMI_Agricultura_99.pdf,2023-99-53-378|https://seia.sea.gob.cl/archivos/2025/11/11/SEREMI_Agricultura_99.pdf
379,0803,2023-99-53-379,Visación informe consolidado de la evaluación,"SEREMI de Desarrollo Social y Familia, Región Metropolitana de Santiago",3 destinatarios,10/11/2025 12:09:29,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166809712,2023-99-53-379|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166809712
380,482/128/2025,2023-99-53-380,Visación con observaciones del informe consolidado de la evaluación,Ilustre Municipalidad de Til-Til,Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 12:28:08,https://seia.sea.gob.cl/archivos/2025/11/11/c09_ID_202599303748_ORD_482_MUNI_DE_TILTIL.pdf,2023-99-53-380|https://seia.sea.gob.cl/archivos/2025/11/11/c09_ID_202599303748_ORD_482_MUNI_DE_TILTIL.pdf
381,6-ICE/2025,2023-99-53-381,Visación con observaciones del informe consolidado de la evaluación,"CONAF, Región de Antofagasta",2 destinatarios,10/11/2025 12:40:05,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166827379,2023-99-53-381|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166827379
382,338,2023-99-53-382,Visación con observaciones del informe consolidado de la evaluación,"SEREMI de Agricultura, Región de Valparaíso",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 14:08:38,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166830332,2023-99-53-382|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166830332
383,303565,2023-99-53-383,Visación informe consolidado de la evaluación,"SEC, Región de Antofagasta",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 15:23:17,https://seia.sea.gob.cl/archivos/2025/11/11/59a_SEC_Antofagasta.pdf,2023-99-53-383|https://seia.sea.gob.cl/archivos/2025/11/11/59a_SEC_Antofagasta.pdf
384,7183,2023-99-53-384,Visación con observaciones del informe consolidado de la evaluación,"SEREMI del Medio Ambiente, Región de Valparaíso",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 16:00:02,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166830556,2023-99-53-384|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166830556
385,554/2025,2023-99-53-385,Visación con observaciones del informe consolidado de la evaluación,"SAG, Región de Atacama",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 16:12:15,https://seia.sea.gob.cl/archivos/2025/11/11/654_SAG_Atacama_ORD_N_554-2025.pdf,2023-99-53-385|https://seia.sea.gob.cl/archivos/2025/11/11/654_SAG_Atacama_ORD_N_554-2025.pdf
386,971,2023-99-53-386,Visación con observaciones del informe consolidado de la evaluación,"SAG, Región de Coquimbo",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 16:17:07,https://seia.sea.gob.cl/archivos/2025/11/11/fbf_SAG_Coquimbo_ORD_971_2025.pdf,2023-99-53-386|https://seia.sea.gob.cl/archivos/2025/11/11/fbf_SAG_Coquimbo_ORD_971_2025.pdf
387,02875/2025,2023-99-53-387,Visación con observaciones del informe consolidado de la evaluación,"Gobierno Regional, Región de Antofagasta",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 16:26:52,https://seia.sea.gob.cl/archivos/2025/11/11/475_176280081855282Pronunciamiento_GORE_Antofagasta.pdf,2023-99-53-387|https://seia.sea.gob.cl/archivos/2025/11/11/475_176280081855282Pronunciamiento_GORE_Antofagasta.pdf
388,2179/2025,2023-99-53-388,Visación con observaciones del informe consolidado de la evaluación,"SERNAGEOMIN, Región de Coquimbo",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 16:46:43,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166806244,2023-99-53-388|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166806244
389,85,2023-99-53-389,Visación informe consolidado de la evaluación,"SEREMI de Energía, Región de Antofagasta",Servicio de Evaluación Ambiental Dirección Ejecutiva,10/11/2025 18:15:15,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166808821,2023-99-53-389|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166808821
390,253,2023-99-53-390,Visación informe consolidado de la evaluación,"SEREMI de Agricultura, Región de Atacama",2 destinatarios,11/11/2025 09:04:47,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166836744,2023-99-53-390|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166836744
391,4398/2025,2023-99-53-391,Visación con observaciones del informe consolidado de la evaluación,"Servicio Agrícola y Ganadero, Dirección Nacional",Servicio de Evaluación Ambiental Dirección Ejecutiva,11/11/2025 09:23:31,https://seia.sea.gob.cl/archivos/2025/11/11/372_SAG147Ord_N_4398_.pdf,2023-99-53-391|https://seia.sea.gob.cl/archivos/2025/11/11/372_SAG147Ord_N_4398_.pdf
392,1583/2025,2023-99-53-392,Visación informe consolidado de la evaluación,Subsecretaría de Energía,Servicio de Evaluación Ambiental Dirección Ejecutiva,11/11/2025 09:33:45,https://seia.sea.gob.cl/archivos/2025/11/11/03a_MIN_Energia_Oficio_1583.pdf,2023-99-53-392|https://seia.sea.gob.cl/archivos/2025/11/11/03a_MIN_Energia_Oficio_1583.pdf
393,490,2023-99-53-393,Visación con observaciones del informe consolidado de la evaluación,"DGA, Región de Antofagasta",Servicio de Evaluación Ambiental Dirección Ejecutiva,11/11/2025 10:35:51,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166839884,2023-99-53-393|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166839884
394,B32/N°2858,2023-99-53-394,Visación con observaciones del informe consolidado de la evaluación,"Subsecretaría de Salud Pública, Ministerio de Salud",Servicio de Evaluación Ambiental Dirección Ejecutiva,11/11/2025 10:54:31,https://seia.sea.gob.cl/archivos/2025/11/11/f5b_ORD_2858_MINSAL_Se_pronuncia_sob.pdf,2023-99-53-394|https://seia.sea.gob.cl/archivos/2025/11/11/f5b_ORD_2858_MINSAL_Se_pronuncia_sob.pdf
395,561,2023-99-53-395,Visación informe consolidado de la evaluación,"SEREMI MOP, Región de Antofagasta",7 destinatarios,11/11/2025 11:44:25,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166835789,2023-99-53-395|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166835789
396,6371,2023-99-53-396,Visación con observaciones del informe consolidado de la evaluación,Consejo de Monumentos Nacionales,Servicio de Evaluación Ambiental Dirección Ejecutiva,11/11/2025 12:26:17,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166839886,2023-99-53-396|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166839886
397,7177,2023-99-53-397,Visación con observaciones del informe consolidado de la evaluación,"SEREMI Medio Ambiente, Región Metropolitana de Santiago",Servicio de Evaluación Ambiental Dirección Ejecutiva,11/11/2025 12:52:28,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166829111,2023-99-53-397|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166829111
398,2467,2023-99-53-398,Visación informe consolidado de la evaluación,"SEREMI de Salud, Región Metropolitana de Santiago",Servicio de Evaluación Ambiental Dirección Ejecutiva,11/11/2025 14:58:41,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166830361,2023-99-53-398|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166830361
399,163,2023-99-53-399,Visación con observaciones del informe consolidado de la evaluación,"Servicio Nacional Turismo, Región de Valparaíso",Servicio de Evaluación Ambiental Dirección Ejecutiva,11/11/2025 16:44:33,https://seia.sea.gob.cl/archivos/2025/11/11/6ee_SERNATUR_Valparaiso_Pronunciamiento_sobre_ICE.pdf,2023-99-53-399|https://seia.sea.gob.cl/archivos/2025/11/11/6ee_SERNATUR_Valparaiso_Pronunciamiento_sobre_ICE.pdf
400,30-EA/2025,2023-99-53-400,Visación con observaciones del informe consolidado de la evaluación,"Corporación Nacional Forestal, Dirección Ejecutiva",20 destinatarios,11/11/2025 17:14:01,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166846212,2023-99-53-400|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166846212
401,304520,2023-99-53-401,Visación informe consolidado de la evaluación,"SEC, Región de Atacama",2 destinatarios,11/11/2025 17:48:57,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166848696,2023-99-53-401|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166848696
402,1085,2023-99-53-402,Visación informe consolidado de la evaluación,"Dirección de Obras Hidráulica, Región de Valparaíso",5 destinatarios,11/11/2025 17:54:18,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166843332,2023-99-53-402|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166843332
403,48,2023-99-53-403,Visación con observaciones del informe consolidado de la evaluación,"SECRETARIA REGIONAL MINISTERIAL DE SALUD, Región de Coquimbo",5 destinatarios,11/11/2025 17:59:25,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166845304,2023-99-53-403|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166845304
404,136-EA/2025,2023-99-53-404,Visación con observaciones del informe consolidado de la evaluación,"Corporación Nacional Forestal, Región de Valparaíso",Servicio de Evaluación Ambiental Dirección Ejecutiva,11/11/2025 18:53:06,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166846975,2023-99-53-404|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166846975
405,111-EA/2025,2023-99-53-405,Visación con observaciones del informe consolidado de la evaluación,"CONAF, Región de Atacama",2 destinatarios,12/11/2025 08:43:40,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166850492,2023-99-53-405|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166850492
406,464,2023-99-53-406,Visación informe consolidado de la evaluación,"SEREMI MOP, Región de Atacama",Servicio de Evaluación Ambiental Dirección Ejecutiva,12/11/2025 09:20:51,https://seia.sea.gob.cl/archivos/2025/11/12/2a7_ID_202599303759_ORD_464_MOP.pdf,2023-99-53-406|https://seia.sea.gob.cl/archivos/2025/11/12/2a7_ID_202599303759_ORD_464_MOP.pdf
407,77,2023-99-53-407,Visación con observaciones del informe consolidado de la evaluación,Dirección General de Aguas,Servicio de Evaluación Ambiental Dirección Ejecutiva,12/11/2025 09:25:01,https://seia.sea.gob.cl/archivos/2025/11/12/790_ID_202599303760_ORD_77_DGA.pdf,2023-99-53-407|https://seia.sea.gob.cl/archivos/2025/11/12/790_ID_202599303760_ORD_77_DGA.pdf
408,OE-01388/2025,2023-99-53-408,Visación con observaciones del informe consolidado de la evaluación,Ilustre Municipalidad de Illapel,Servicio de Evaluación Ambiental Dirección Ejecutiva,12/11/2025 09:28:22,https://seia.sea.gob.cl/archivos/2025/11/12/d16_ID_202599303761_OF_1388_MUNI_DE_ILLAPEL.pdf,2023-99-53-408|https://seia.sea.gob.cl/archivos/2025/11/12/d16_ID_202599303761_OF_1388_MUNI_DE_ILLAPEL.pdf
409,82,2023-99-53-409,Visación informe consolidado de la evaluación,"SEREMI de Energía, Región de Atacama",Servicio de Evaluación Ambiental Dirección Ejecutiva,12/11/2025 09:38:46,https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166806074,2023-99-53-409|https://seia.sea.gob.cl/documentos/documento.php?idDocumento=2166806074
410,143,2023-99-53-410,Visación informe consolidado de la evaluación,"Servicio Nacional Turismo, Región de Coquimbo",Servicio de Evaluación Ambiental Dirección Ejecutiva,12/11/2025 09:57:04,https://seia.sea.gob.cl/archivos/2025/11/12/b7b_Ord_143_SERNATUR.pdf,2023-99-53-410|https://seia.sea.gob.cl/archivos/2025/11/12/b7b_Ord_143_SERNATUR.pdf
